park_visited,enjoys_most,other_needs,year,anything_to_add
Danielson,Customer service was good and polite.,,2018,Please make changes to the reserve a site. I believe it is flawed and needs adjusting. People that book a week should have to pay for that week unless they don't show at all. Because people are booking the whole week calling two days before to cancel the weekday anD just come out for the weekend. Leaving that site empty all week long. Change has to happen to make sure the sites are full and being used as intended. Thank you
Danielson,"good value,nice park.",,2018,
Crooked Lake,We were lucky to even get a spot being as we took a chance and went without any reservations.,,2018,We go to Candle Lake every summer!  LOVE IT!
Danielson,"Didnâ€™t love our site, but love the park!!!!",Grey water dump stations other than toilets,2018,"I would prefer to pull up and camp, but am forced to use the reservation system to ensure a spot.  Ugh. I miss the old days"
Makwa,We Actually were at  Nineban lake. The sights were nice and spacious. The shower facilities were ok. A bit better of a beach would have been nice for the kids. Once the trees grow back Iâ€™m sure the sights will be beautiful.,"A small store to buy some of the basics like milk, bread, eggs etc. Nothing major",2018,Not allow people to book sights for two only be there for 3 or 4 days. They should have to be in there site for at least 75% of the time they have it booked for. Yes the site has a camper in but the park isnâ€™t making money if the people arenâ€™t actually there to spend money. Trying to get a site has become near impossible for people actually wanting to come and spend a week at the lake.
Lac La,We enjoyed the campground,,2018,No
Moose Mountain,We camp at Kimball lake every year and love it.,,2018,
22,It rained,,2018,
Moose Mountain,nothing to complain about except the weather was awful.,Exercise structures for adults,2018,
Meadow Lake,We love the campground. We love to walk the trails. It would be nice to see more activities around the park similar to what is offered in Meadow Lake Provincial Park. Such as the fairy house and activities for children.,Interactive kid friendly activities,2018,
Candle Lake,no,,2018,
Saskatchewan Landing,"The â€œhighwayâ€ that leads to the park highway 220 is not a very nice â€œhighway to pull a $70,000 camper down.",,2018,
Danielson,"Check in was easy, we had a very large private site in the meadows. We were able to get two spots side by side for friends. It was May long so park wasnâ€™t really full which made booking easier.",,2018,
Meadow Lake,"Clean, good facilities, free firewood, nice lakes, friendly staff",Onsite laundromat would be nice,2018,Always enjoy our annual camping trip at Makwa
Douglas Provincial,I would of been fully satisfied if the site beside us wasnâ€™t full of very loud different nationalities group . I was under the understanding that a camper and one tent is aloud on one site. There was several tents and several families there. Also they were constantly walking right threw our site at various times of the day and night. Also they were washing all there dishes at the bathroom tap. Very gross!!,,2018,
Narrow Hills,noisy late into evening no one seemed to care about noise dogs barking all night,other camp ground sights have been clean when we moved into sight & quite at night,2018,make it more booking sights
Douglas Provincial,The park itself is finally getting some improvements but not nearly enough. We have been camping at Danielson for over 30 years. The road into the gate entry has finally had some  of the potholes filled in but needs more. The building which used to serve as the park offices etc is in a terrible state and should either be painted or torn down completely.  Itâ€™s a disgrace to look at and Parks shd be embarrassed! It would seem that Danielson is last on the list to receive improvements. Douglas Park has a new,Pike lake has wash basins with soap outside the bathrooms which is really great. And e think all the fire pits should be barrel types. Less fire hazard?,2018,No
Danielson,"It was clean, quiet, beautiful location and a lot of activities to do",,2018,
Danielson,"The partying and noise late into the night, every night, was awful. I came the with my family to participate in the High Altitude Half Marathon race and wasnâ€™t able to sleep much before or after. On any of the 5 nights we were here. I have camped here many times over the years and have noticed the partying getting worse. Priority seems to be given to those trying to create the biggest pile of beer cans every night. On the contrary, we spent the following 2 weeks camping throughout B.C. And didnâ€™t have a","Quiet hours enforced, specific day times generators are permitted to run and enforced",2018,I would support an alcohol ban
